userId,city,joinDate
67007418,北京,2012-12-09
196094934,广东广州,2019-05-07
157079038,江苏南京,2017-01-31
tjz230,北京,2005-07-18
joearde,北京,2005-08-24
singvivivi,,2015-07-06
171320241,北京,2017-12-20
zaojiucom,上海,2016-01-12
159767210,北京,2017-04-01
djarui,北京,2009-06-28
57895981,广东深圳,2012-01-19
181578208,,2018-07-22
chiyocoffin,"Kanazawa, Japan",2008-10-27
51873748,Fiji,2011-05-26
89242428,广东佛山,2014-05-19
daisychen1942,广东深圳,2007-08-06
adai1122,,2010-06-11
xmcog,北京,2009-06-24
81980301,北京,2014-01-05
yinmushroom,湖南长沙,2010-03-17
190651022,,2019-01-27
57256477,江西南昌,2011-12-24
Sam-antha,江苏南京,2008-03-05
floracake,北京,2010-10-29
July811,浙江杭州,2009-06-14
lintanxi,,2009-04-18
april317,北京,2007-06-19
144615110,,2016-04-15
129911592,Dominica,2015-06-17
doubanlocation,北京,2014-12-01
MeloTheFisher,北京,2012-04-06
154745652,山东青岛,2016-12-07
43619507,河南洛阳,2010-07-19
lingrui1995,重庆,2012-08-07
ShiboAtDouban,北京,2010-05-01
64118112,北京,2012-08-23
faceChrist,"Melbourne, Australia",2006-11-12
myida,"Dublin (Baile Átha Cliath), Ireland",2006-07-07
hoover_up,北京,2009-03-11
134003550,河北保定,2015-09-02
75474486,,2013-07-18
63484233,江苏南京,2012-07-29
160427790,北京,2017-04-18
76059967,"Baltimore, United States",2013-08-01
2466680,北京,2008-05-10
136505664,Christmas Islands,2015-10-23
74081525,江苏盐城,2013-06-18
99954961,,2014-09-03
60502059,四川成都,2012-04-18
153567501,北京,2016-11-08
3425223,上海,2008-12-30
cqxdz,北京,2010-10-15
moshou,北京,2008-04-09
120941130,上海,2015-02-02
busanmovie,北京,2015-09-22
69598781,北京,2013-02-28
51610855,中国香港,2011-05-15
52831736,浙江杭州,2011-07-05
SolomonYang,上海,2012-12-20
CYU1520,江西景德镇,2010-05-11
LordBean,北京,2009-08-07
Catsoul521,北京,2009-11-27
lost7lost7,北京,2009-04-29
Sherry_shiyi,上海,2010-01-02
tassadar,北京,2008-05-27
71227970,北京,2013-04-14
54883420,北京,2011-10-07
sakimay,北京,2008-05-26
3767966,,2009-03-07
coffeeland,上海,2006-04-01
kennytruth,,2007-11-10
36479321,云南丽江,2010-03-06
59732067,北京,2012-03-23
kitaroguazhou,广东广州,2013-11-03
ChannaDisco,"İstanbul, Turkey",2009-10-15
45914505,四川成都,2010-09-17
poorAnnie,上海,2012-12-02
Bailingsexy,北京,2011-03-06
55908152,广东深圳,2011-11-09
165129231,广东广州,2017-08-10
179093949,重庆,2018-05-25
23030148,,2009-11-08
2849243,北京,2008-08-25
xiaduosan,福建厦门,2014-12-27
4371010,浙江杭州,2009-06-10
180441686,北京,2018-06-28
180473832,,2018-06-29
180473770,,2018-06-29
99384776,上海,2014-08-30
kurtwhite,北京,2010-07-08
zhentanzhang,北京,2015-01-29
lenglengXu,北京,2014-01-19
3984361,北京,2009-04-12
48773692,上海,2011-01-14
a100600,北京,2008-11-09
78243860,北京,2013-09-22
62250798,北京,2012-06-13
64119509,北京,2012-08-23
206540854,中国台湾新北,2019-11-10
4370686,北京,2009-06-09
kleinerminerva,上海,2010-07-23
152135161,"London, United Kingdom",2016-10-06
thisisCobain,"Toronto, Canada",2015-12-10
petercat,,2007-07-05
1325646,中国香港,2006-11-24
4655509,北京,2009-07-20
shezaizuyi,"New York City, United States",2010-08-17
kuangbi,上海,2010-12-21
fredayan501,"Berlin, Germany",2008-09-03
157581811,江苏苏州,2017-02-09
cclethe,西藏那曲,2007-02-03
33022692,湖北武汉,2010-01-16
57298438,上海,2011-12-25
205702489,北京,2019-10-22
doubanread,北京,2012-10-19
stevecarell,"Boston, United States",2012-01-14
yinxiang,北京,2006-08-06
1591741,,2007-06-05
164148207,"Hamburg, Germany",2017-07-22
67509536,上海,2012-12-23
160730957,北京,2017-04-26
131831890,"Tel Aviv-Yafo, Israel",2015-07-21
hinabookbd,"Paris, France",2016-08-08
directube,上海,2011-11-14
4422483,,2009-06-17
doubanfm,,2011-05-28
tangweijie,上海,2006-09-11
skymoto,北京,2010-02-06
169374277,北京,2017-11-08
gegejing,"Berlin, Germany",2010-06-05
Xcream,北京,2010-06-25
193114138,北京,2019-03-10
68499588,北京,2013-01-27
98224759,Singapore,2014-08-22
finally127,上海,2009-01-27
depol,,2008-02-09
jasper980105,辽宁大连,2016-10-02
lonelyalex,北京,2007-05-11
pipimarvin,四川成都,2011-09-04
ketchupboy,上海,2009-11-24
luqy,北京,2009-01-13
103113112,北京,2014-10-11
69961236,北京,2013-03-09
hanqiu1995,广西柳州,2013-04-15
63920700,,2012-08-16
120055192,安徽合肥,2015-01-14
liutianhong1992,安徽合肥,2010-06-08
48369193,,2010-12-26
40335342,"Malmö, Sweden",2010-05-08
57967850,北京,2012-01-22
180673084,北京,2018-07-04
Invisible___,北京,2012-01-13
35870707,浙江杭州,2010-02-24
177908500,北京,2018-04-27
weifengjun,北京,2008-11-03
122454843,北京,2015-03-06
175797127,北京,2018-03-23
175905911,北京,2018-03-25
CharlesHaoChenM,"Daejeon (Taejŏn), South Korea",2015-08-23
121564688,广东佛山,2015-02-15
1653393,广东广州,2007-07-01
67550871,上海,2012-12-24
misty-yy,广东深圳,2010-03-16
doubangongyi,北京,2013-03-27
162488663,北京,2017-06-13
121372275,北京,2015-02-11
gzl0406,北京,2011-01-01
3117920,,2008-10-26
4739560,浙江杭州,2009-07-30
zwb770527038,北京,2011-06-15
straightman,"London, United Kingdom",2011-08-23
amolyao,陕西西安,2007-10-01
160051926,中国台湾台北,2017-04-08
76618104,北京,2013-08-14
29042292,北京,2009-12-15
48687824,广东深圳,2011-01-09
129712771,北京,2015-06-15
fiona-cin,北京,2006-06-11
160973456,,2017-05-03
chen__teng,北京,2010-04-20
yszyxs,,2015-07-03
cheesecakehouse,北京,2008-05-06
164339701,上海,2017-07-26
jhz,,2007-06-20
wxs-film,北京,2017-06-24
163017906,浙江杭州,2017-06-26
banzui_douban,北京,2017-06-16
66361089,湖北武汉,2012-11-17
hrmthw,北京,2013-03-22
dougutou,"Auckland, New Zealand",2010-02-08
reave,北京,2007-08-10
